"stat_name","beta","sd"
"goals",2.9537551212503,2.3567759148324
"behinds",0.302241911202196,1.58474676201529
"shots_at_goal",3.76224669454503,4.62390090321565
"score_involvements",4.95214701752066,14.1459573792147
"goal_assists",0,1.33557424694172
"kicks",0,29.9701684771307
"handballs",0.521805547610441,23.9066415492831
"disposals",0.0424207178706055,50.4488228405457
"marks",0,13.2027924362819
"contested_possessions",0,19.052445214855
"uncontested_possessions",1.43217968290961,32.6660216929932
"contested_marks",0,1.92680059514969
"ground_ball_gets",1.83880491487503,12.9190175878008
"clearances",0.406853994235769,6.60332617833691
"inside50s",1.97672374679536,7.72142229395558
"marks_inside50",0.575555519355962,2.41814104274809
"rebound50s",0,6.4025269759106
"metres_gained",0,862.837796917858
"tackles",2.34944977935342,8.90217955811779
"spoils",0.230627710078607,5.55446882129795
"intercepts",4.85683721776099,10.1483741225281
"one_percenters",2.10435386024326,7.56787551515816
"pressure_acts",0,40.1435000506231
"hitouts",0,13.9545644319103
"hitouts_to_advantage",0,4.39218486231614
"frees_for",0,2.86558443049246
"frees_against",0,2.90702715889922
"clangers",0,8.00902568673976
"turnovers",0,9.2381274085091
"bounces",-1.62998177291082,2.03914180982523
"def_half_pressure_acts",-3.48832352881793,20.1809662459791
"centre_clearances",-0.831424651247843,2.505199562398
"stoppage_clearances",0.856358227468678,4.47553203582147
"effective_kicks",1.12592660715195,20.5260043258994
"effective_disposals",1.01115840814412,38.2454154461963
"intercept_marks",1.42845215578043,2.78938770171499
"f50_ground_ball_gets",0.34843704342296,2.84922783093062
"score_launches",3.53431293754254,3.54931512674126
"marks_on_lead",0,1.77505386831068
"tackles_inside50",0.0250172700710736,1.94076994856862
"kickins",-0.856150789616867,3.16988995430372
"centre_bounce_attendances",-3.18345343494358,23.6067131571804
"ruck_contests",0.186510880762845,30.3899855643484
"contest_def_one_on_ones",0,3.74365265375816
"contest_off_one_on_ones",-0.444991715581294,4.11940348911323
"contest_off_wins",0,1.19371470396772
"contest_def_losses",0,0.934549665145942
"disposal_efficiency",0,0.5563600535463
"goal_accuracy",0,0.368774153632706
"contested_poss_rate",-0.343418282149093,0.425617432899821
"hitout_win_pct",0,0.838511997648186
"kick_efficiency",0.512240919030271,0.432008396127351
